vOTUs	sample
KSW-cf_coassembly_k141_430764_lt2gene	KSW-CF
KSW-cf_coassembly_k141_164823_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1105826_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2589525_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1517763_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2866206_lt2gene	KSW-CF
KSW-cf_coassembly_k141_3276763_lt2gene	KSW-CF
KSW-cf_coassembly_k141_3544839_lt2gene	KSW-CF
KSW-cf_coassembly_k141_859284_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1666967_lt2gene	KSW-CF
KSW-cf_coassembly_k141_867822_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2614892_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1142857_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2647888_lt2gene	KSW-CF
KSW-cf_coassembly_k141_224838_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2113001_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2792696_lt2gene	KSW-CF
KSW-cf_coassembly_k141_774065_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1718044_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2400734_lt2gene	KSW-CF
KSW-cf_coassembly_k141_661310_lt2gene	KSW-CF
KSW-cf_coassembly_k141_3478490_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2674951_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1732076_lt2gene	KSW-CF
KSW-cf_coassembly_k141_1203463_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2012689_lt2gene	KSW-CF
KSW-cf_coassembly_k141_938960_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2687515_lt2gene	KSW-CF
KSW-cf_coassembly_k141_2550740_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_506023_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_3081540_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_1329569_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_1024324_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_1033298_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_2170009_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_4434912_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_2836577_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_2843009_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_4644872_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_1924356_lt2gene	KSW-CF
KSW-cf_2nd_assembly_k141_2407662_lt2gene	KSW-CF
KSW-C0_1_V_NODE_365_length_5012_cov_4.224127	KSW-CF
KSW-C63_1_V_NODE_32_length_20744_cov_16.429069	KSW-CF
KSW-C63_2_V_NODE_694_length_5282_cov_5.092214	KSW-CF
KSW-T0_1_V_NODE_305_length_7273_cov_6.620809	KSW-CF
KSW-T0_2_V_NODE_164_length_7560_cov_18.808261	KSW-CF
KSW-T63_1_V_NODE_214_length_13550_cov_54.242682	KSW-CF
KSW-T63_1_V_NODE_371_length_10553_cov_8.153934	KSW-CF
KSW-T63_1_V_NODE_585_length_8286_cov_5.374681	KSW-CF
KSW-T63_1_V_NODE_708_length_7453_cov_4.140849	KSW-CF
KSW-T63_1_V_NODE_997_length_6178_cov_25.294627	KSW-CF
KSW-T63_1_V_NODE_1441_length_5053_cov_14.894158	KSW-CF
KSW-T63_2_V_NODE_1405_length_5876_cov_81.733723	KSW-CF
KSW-T63_2_V_NODE_1787_length_5175_cov_2.853711	KSW-CF
KSW-T63_2_V_NODE_1858_length_5076_cov_2.553675	KSW-CF
KSW-megahit_k141_977537	KSW-CF
KSW-megahit_k141_1050436	KSW-CF
KSW-megahit_k141_690683	KSW-CF
KSW-megahit_k141_294044	KSW-CF
KSW-megahit_k141_403118	KSW-CF
KSW-megahit_k141_910855	KSW-CF
KSW-megahit_k141_443151	KSW-CF
KSW-megahit_k141_372065	KSW-CF
KSW-megahit_k141_156975	KSW-CF
KSW-megahit_k141_952969	KSW-CF
KSW-megahit_k141_268763	KSW-CF
KSW-megahit_k141_668106	KSW-CF
KSW-megahit_k141_1068435	KSW-CF
KSW-megahit_k141_780165	KSW-CF
KSW-megahit_k141_961858	KSW-CF
KSW-megahit_k141_601211	KSW-CF
KSW-megahit_k141_203766	KSW-CF
KSW-megahit_k141_130780	KSW-CF
KSW-megahit_k141_23084	KSW-CF
KSW-megahit_k141_131991	KSW-CF
KSW-megahit_k141_639972	KSW-CF
KSW-megahit_k141_570634	KSW-CF
KSW-megahit_k141_139454	KSW-CF
KSW-megahit_k141_756437	KSW-CF
KSW-vf_coassembly_k141_522105	KSW-CF
KSW-vf_coassembly_k141_1009798	KSW-CF
KSW-vf_coassembly_k141_835673	KSW-CF
KSW-vf_coassembly_k141_905807	KSW-CF
KSW-vf_coassembly_k141_557827	KSW-CF
KSW-vf_coassembly_k141_732021	KSW-CF
KSW-vf_coassembly_k141_140663	KSW-CF
KSW-vf_coassembly_k141_523978	KSW-CF
KSW-vf_coassembly_k141_768213	KSW-CF
KSW-vf_coassembly_k141_1012059	KSW-CF
KSW-vf_coassembly_k141_73033	KSW-CF
KSW-vf_coassembly_k141_943430	KSW-CF
KSW-vf_coassembly_k141_282034	KSW-CF
KSW-vf_coassembly_k141_804303	KSW-CF
KSW-vf_coassembly_k141_177930	KSW-CF
KSW-vf_coassembly_k141_910129	KSW-CF
KSW-vf_coassembly_k141_75754	KSW-CF
KSW-vf_coassembly_k141_215599	KSW-CF
KSW-vf_coassembly_k141_842651	KSW-CF
KSW-vf_coassembly_k141_77432	KSW-CF
KSW-vf_coassembly_k141_215999	KSW-CF
KSW-vf_coassembly_k141_112205	KSW-CF
KSW-vf_coassembly_k141_774358	KSW-CF
KSW-vf_coassembly_k141_601857	KSW-CF
KSW-vf_coassembly_k141_183571	KSW-CF
KSW-vf_coassembly_k141_879656	KSW-CF
KSW-vf_coassembly_k141_323739	KSW-CF
KSW-vf_coassembly_k141_149999	KSW-CF
KSW-vf_coassembly_k141_602918	KSW-CF
KSW-vf_coassembly_k141_80718	KSW-CF
KSW-vf_coassembly_k141_603183	KSW-CF
KSW-vf_coassembly_k141_463452	KSW-CF
KSW-vf_coassembly_k141_46001	KSW-CF
KSW-vf_coassembly_k141_256440	KSW-CF
KSW-vf_coassembly_k141_744835	KSW-CF
KSW-vf_coassembly_k141_813155	KSW-CF
KSW-vf_coassembly_k141_989784	KSW-CF
KSW-vf_coassembly_k141_433685	KSW-CF
KSW-vf_coassembly_k141_784818	KSW-CF
KSW-vf_coassembly_k141_471398	KSW-CF
KSW-vf_coassembly_k141_890772	KSW-CF
KSW-vf_coassembly_k141_264801	KSW-CF
KSW-vf_coassembly_k141_752994	KSW-CF
KSW-vf_coassembly_k141_265902	KSW-CF
KSW-vf_coassembly_k141_93257	KSW-CF
KSW-vf_coassembly_k141_162959	KSW-CF
KSW-vf_coassembly_k141_616190	KSW-CF
KSW-vf_coassembly_k141_929295	KSW-CF
KSW-vf_coassembly_k141_303250	KSW-CF
KSW-vf_coassembly_k141_233897	KSW-CF
KSW-vf_coassembly_k141_931122	KSW-CF
KSW-vf_coassembly_k141_514515	KSW-CF
KSW-vf_coassembly_k141_1032737	KSW-CF
KSW-vf_coassembly_k141_796688	KSW-CF
KSW-vf_coassembly_k141_311356	KSW-CF
KSW-vf_coassembly_k141_242970	KSW-CF
KSW-vf_coassembly_k141_1008820	KSW-CF
KSW-vf_coassembly_k141_904834	KSW-CF
KSW-C0_1_C_NODE_785_length_37023_cov_55.674692	KSW-CF
KSW-C0_1_C_NODE_816_length_36228_cov_43.108534	KSW-CF
KSW-C0_1_C_NODE_1534_length_23793_cov_19.718974	KSW-CF
KSW-C0_1_C_NODE_1715_length_21987_cov_12.993252	KSW-CF
KSW-C0_1_C_NODE_1772_length_21495_cov_31.161054	KSW-CF
KSW-C0_1_C_NODE_1795_length_21333_cov_26.822117	KSW-CF
KSW-C0_1_C_NODE_2227_length_18181_cov_36.882213	KSW-CF
KSW-C0_1_C_NODE_2359_length_17451_cov_30.089733	KSW-CF
KSW-C0_1_C_NODE_2380_length_17357_cov_13.970466	KSW-CF
KSW-C0_1_C_NODE_2496_length_16645_cov_7.504581	KSW-CF
KSW-C0_1_C_NODE_2569_length_16235_cov_40.921199	KSW-CF
KSW-C0_1_C_NODE_3090_length_14132_cov_23.261419	KSW-CF
KSW-C0_1_C_NODE_3405_length_13090_cov_6.763560	KSW-CF
KSW-C0_1_C_NODE_3715_length_12173_cov_8.971200	KSW-CF
KSW-C0_1_C_NODE_3891_length_11682_cov_12.194633	KSW-CF
KSW-C0_1_C_NODE_4295_length_10842_cov_10.468898	KSW-CF
KSW-C0_1_C_NODE_4776_length_9890_cov_5.964921	KSW-CF
KSW-C0_1_C_NODE_4963_length_9609_cov_5.640779	KSW-CF
KSW-C0_1_C_NODE_5029_length_9503_cov_12.553450	KSW-CF
KSW-C0_1_C_NODE_5419_length_8902_cov_7.726461	KSW-CF
KSW-C0_1_C_NODE_5544_length_8758_cov_7.188900	KSW-CF
KSW-C0_1_C_NODE_5880_length_8357_cov_10.685497	KSW-CF
KSW-C0_1_C_NODE_6295_length_7921_cov_20.118739	KSW-CF
KSW-C0_1_C_NODE_6346_length_7873_cov_8.122410	KSW-CF
KSW-C0_1_C_NODE_6851_length_7417_cov_5.563434	KSW-CF
KSW-C0_1_C_NODE_7046_length_7246_cov_6.841190	KSW-CF
KSW-C0_1_C_NODE_7173_length_7143_cov_4.933973	KSW-CF
KSW-C0_1_C_NODE_7385_length_6982_cov_7.085896	KSW-CF
KSW-C0_1_C_NODE_7395_length_6968_cov_9.080573	KSW-CF
KSW-C0_1_C_NODE_7484_length_6890_cov_3.317922	KSW-CF
KSW-C0_1_C_NODE_7493_length_6880_cov_13.575678	KSW-CF
KSW-C0_1_C_NODE_7510_length_6864_cov_8.436775	KSW-CF
KSW-C0_1_C_NODE_7566_length_6827_cov_10.428677	KSW-CF
KSW-C0_1_C_NODE_7615_length_6791_cov_17.590410	KSW-CF
KSW-C0_1_C_NODE_7860_length_6636_cov_3.663425	KSW-CF
KSW-C0_1_C_NODE_8071_length_6500_cov_9.393794	KSW-CF
KSW-C0_1_C_NODE_8251_length_6394_cov_5.336804	KSW-CF
KSW-C0_1_C_NODE_8299_length_6365_cov_6.204913	KSW-CF
KSW-C0_1_C_NODE_8589_length_6169_cov_5.301439	KSW-CF
KSW-C0_1_C_NODE_9134_length_5894_cov_7.856996	KSW-CF
KSW-C0_1_C_NODE_9181_length_5870_cov_8.755460	KSW-CF
KSW-C0_1_C_NODE_9298_length_5804_cov_10.690381	KSW-CF
KSW-C0_1_C_NODE_9332_length_5786_cov_12.681033	KSW-CF
KSW-C0_1_C_NODE_9392_length_5754_cov_11.843657	KSW-CF
KSW-C0_1_C_NODE_9416_length_5745_cov_10.028471	KSW-CF
KSW-C0_1_C_NODE_9425_length_5742_cov_10.556708	KSW-CF
KSW-C0_1_C_NODE_9482_length_5717_cov_14.551572	KSW-CF
KSW-C0_1_C_NODE_9860_length_5552_cov_4.240677	KSW-CF
KSW-C0_1_C_NODE_9870_length_5548_cov_5.031859	KSW-CF
KSW-C0_1_C_NODE_9962_length_5505_cov_5.202385	KSW-CF
KSW-C0_1_C_NODE_10207_length_5395_cov_30.067603	KSW-CF
KSW-C0_1_C_NODE_10222_length_5388_cov_6.076505	KSW-CF
KSW-C0_1_C_NODE_10762_length_5176_cov_8.530951	KSW-CF
KSW-C0_1_C_NODE_11016_length_5082_cov_5.012333	KSW-CF
KSW-C0_1_C_NODE_11140_length_5038_cov_6.048966	KSW-CF
KSW-C0_2_C_NODE_374_length_45320_cov_14.336220	KSW-CF
KSW-C0_2_C_NODE_680_length_33470_cov_36.532336	KSW-CF
KSW-C0_2_C_NODE_834_length_29485_cov_11.881448	KSW-CF
KSW-C0_2_C_NODE_848_length_29175_cov_11.556628	KSW-CF
KSW-C0_2_C_NODE_860_length_28942_cov_21.775089	KSW-CF
KSW-C0_2_C_NODE_944_length_27351_cov_14.886687	KSW-CF
KSW-C0_2_C_NODE_1114_length_24654_cov_12.908899	KSW-CF
KSW-C0_2_C_NODE_1184_length_23758_cov_13.511539	KSW-CF
KSW-C0_2_C_NODE_1193_length_23621_cov_10.694263	KSW-CF
KSW-C0_2_C_NODE_1616_length_19451_cov_14.232367	KSW-CF
KSW-C0_2_C_NODE_1743_length_18632_cov_17.148302	KSW-CF
KSW-C0_2_C_NODE_1766_length_18491_cov_6.570297	KSW-CF
KSW-C0_2_C_NODE_1839_length_18005_cov_12.549081	KSW-CF
KSW-C0_2_C_NODE_1970_length_17243_cov_7.247906	KSW-CF
KSW-C0_2_C_NODE_2093_length_16497_cov_10.576025	KSW-CF
KSW-C0_2_C_NODE_2096_length_16463_cov_15.325878	KSW-CF
KSW-C0_2_C_NODE_2211_length_15841_cov_9.013430	KSW-CF
KSW-C0_2_C_NODE_2229_length_15749_cov_11.534727	KSW-CF
KSW-C0_2_C_NODE_2336_length_15201_cov_16.460188	KSW-CF
KSW-C0_2_C_NODE_2515_length_14359_cov_23.763353	KSW-CF
KSW-C0_2_C_NODE_2761_length_13390_cov_16.529959	KSW-CF
KSW-C0_2_C_NODE_2910_length_12920_cov_10.580801	KSW-CF
KSW-C0_2_C_NODE_3067_length_12449_cov_17.663870	KSW-CF
KSW-C0_2_C_NODE_3096_length_12355_cov_14.536179	KSW-CF
KSW-C0_2_C_NODE_3239_length_11940_cov_5.326462	KSW-CF
KSW-C0_2_C_NODE_3256_length_11909_cov_14.212418	KSW-CF
KSW-C0_2_C_NODE_3289_length_11775_cov_7.226024	KSW-CF
KSW-C0_2_C_NODE_3366_length_11593_cov_13.343387	KSW-CF
KSW-C0_2_C_NODE_3431_length_11409_cov_28.898362	KSW-CF
KSW-C0_2_C_NODE_3699_length_10773_cov_23.341948	KSW-CF
KSW-C0_2_C_NODE_3881_length_10361_cov_11.194547	KSW-CF
KSW-C0_2_C_NODE_3904_length_10329_cov_10.017520	KSW-CF
KSW-C0_2_C_NODE_3982_length_10177_cov_6.378483	KSW-CF
KSW-C0_2_C_NODE_3995_length_10152_cov_6.003763	KSW-CF
KSW-C0_2_C_NODE_4028_length_10097_cov_6.837682	KSW-CF
KSW-C0_2_C_NODE_4175_length_9819_cov_13.715793	KSW-CF
KSW-C0_2_C_NODE_4240_length_9706_cov_6.970055	KSW-CF
KSW-C0_2_C_NODE_4281_length_9638_cov_9.779192	KSW-CF
KSW-C0_2_C_NODE_4315_length_9583_cov_8.470088	KSW-CF
KSW-C0_2_C_NODE_4589_length_9136_cov_6.944830	KSW-CF
KSW-C0_2_C_NODE_4594_length_9132_cov_11.299989	KSW-CF
KSW-C0_2_C_NODE_4772_length_8839_cov_4.880351	KSW-CF
KSW-C0_2_C_NODE_4893_length_8676_cov_4.020763	KSW-CF
KSW-C0_2_C_NODE_4985_length_8571_cov_6.192696	KSW-CF
KSW-C0_2_C_NODE_5015_length_8540_cov_9.039717	KSW-CF
KSW-C0_2_C_NODE_5154_length_8357_cov_13.446760	KSW-CF
KSW-C0_2_C_NODE_5234_length_8256_cov_10.815754	KSW-CF
KSW-C0_2_C_NODE_5310_length_8146_cov_11.315783	KSW-CF
KSW-C0_2_C_NODE_5331_length_8129_cov_13.597350	KSW-CF
KSW-C0_2_C_NODE_5430_length_7995_cov_6.812091	KSW-CF
KSW-C0_2_C_NODE_5431_length_7991_cov_11.209551	KSW-CF
KSW-C0_2_C_NODE_5499_length_7906_cov_9.519297	KSW-CF
KSW-C0_2_C_NODE_5513_length_7884_cov_10.696258	KSW-CF
KSW-C0_2_C_NODE_5620_length_7757_cov_26.048689	KSW-CF
KSW-C0_2_C_NODE_5769_length_7569_cov_5.025818	KSW-CF
KSW-C0_2_C_NODE_5804_length_7540_cov_5.147361	KSW-CF
KSW-C0_2_C_NODE_5855_length_7502_cov_20.278233	KSW-CF
KSW-C0_2_C_NODE_6065_length_7321_cov_12.420589	KSW-CF
KSW-C0_2_C_NODE_6090_length_7302_cov_7.173727	KSW-CF
KSW-C0_2_C_NODE_6107_length_7285_cov_15.529322	KSW-CF
KSW-C0_2_C_NODE_6142_length_7257_cov_3.922938	KSW-CF
KSW-C0_2_C_NODE_6205_length_7211_cov_6.289827	KSW-CF
KSW-C0_2_C_NODE_6293_length_7140_cov_15.646013	KSW-CF
KSW-C0_2_C_NODE_6367_length_7079_cov_16.919562	KSW-CF
KSW-C0_2_C_NODE_6459_length_7006_cov_7.396921	KSW-CF
KSW-C0_2_C_NODE_6549_length_6935_cov_13.607849	KSW-CF
KSW-C0_2_C_NODE_6643_length_6876_cov_24.835508	KSW-CF
KSW-C0_2_C_NODE_6658_length_6868_cov_3.183179	KSW-CF
KSW-C0_2_C_NODE_6660_length_6866_cov_8.969461	KSW-CF
KSW-C0_2_C_NODE_6700_length_6837_cov_12.702890	KSW-CF
KSW-C0_2_C_NODE_6822_length_6744_cov_9.317686	KSW-CF
KSW-C0_2_C_NODE_6855_length_6721_cov_11.306631	KSW-CF
KSW-C0_2_C_NODE_6864_length_6713_cov_5.606488	KSW-CF
KSW-C0_2_C_NODE_6882_length_6703_cov_6.602888	KSW-CF
KSW-C0_2_C_NODE_6946_length_6650_cov_10.799393	KSW-CF
KSW-C0_2_C_NODE_6960_length_6642_cov_5.235616	KSW-CF
KSW-C0_2_C_NODE_7033_length_6587_cov_6.571341	KSW-CF
KSW-C0_2_C_NODE_7107_length_6552_cov_12.796368	KSW-CF
KSW-C0_2_C_NODE_7163_length_6520_cov_7.378964	KSW-CF
KSW-C0_2_C_NODE_7359_length_6398_cov_22.566924	KSW-CF
KSW-C0_2_C_NODE_7472_length_6322_cov_5.330621	KSW-CF
KSW-C0_2_C_NODE_7482_length_6316_cov_3.284459	KSW-CF
KSW-C0_2_C_NODE_7590_length_6241_cov_7.607501	KSW-CF
KSW-C0_2_C_NODE_7627_length_6218_cov_11.579750	KSW-CF
KSW-C0_2_C_NODE_7674_length_6191_cov_14.484844	KSW-CF
KSW-C0_2_C_NODE_7709_length_6168_cov_46.117945	KSW-CF
KSW-C0_2_C_NODE_7856_length_6084_cov_6.936971	KSW-CF
KSW-C0_2_C_NODE_7858_length_6083_cov_8.023059	KSW-CF
KSW-C0_2_C_NODE_7864_length_6079_cov_14.440239	KSW-CF
KSW-C0_2_C_NODE_7865_length_6079_cov_10.467131	KSW-CF
KSW-C0_2_C_NODE_7936_length_6041_cov_10.343301	KSW-CF
KSW-C0_2_C_NODE_8037_length_5972_cov_8.508873	KSW-CF
KSW-C0_2_C_NODE_8066_length_5961_cov_13.150694	KSW-CF
KSW-C0_2_C_NODE_8119_length_5930_cov_12.938723	KSW-CF
KSW-C0_2_C_NODE_8149_length_5918_cov_23.397919	KSW-CF
KSW-C0_2_C_NODE_8199_length_5885_cov_4.389880	KSW-CF
KSW-C0_2_C_NODE_8227_length_5869_cov_5.491400	KSW-CF
KSW-C0_2_C_NODE_8446_length_5755_cov_24.983684	KSW-CF
KSW-C0_2_C_NODE_8490_length_5735_cov_7.982570	KSW-CF
KSW-C0_2_C_NODE_8542_length_5708_cov_6.749514	KSW-CF
KSW-C0_2_C_NODE_8748_length_5616_cov_10.389139	KSW-CF
KSW-C0_2_C_NODE_8836_length_5581_cov_40.298950	KSW-CF
KSW-C0_2_C_NODE_8952_length_5531_cov_9.873448	KSW-CF
KSW-C0_2_C_NODE_9089_length_5477_cov_4.013464	KSW-CF
KSW-C0_2_C_NODE_9105_length_5471_cov_7.240583	KSW-CF
KSW-C0_2_C_NODE_9207_length_5425_cov_8.223650	KSW-CF
KSW-C0_2_C_NODE_9250_length_5409_cov_7.543145	KSW-CF
KSW-C0_2_C_NODE_9286_length_5394_cov_6.031654	KSW-CF
KSW-C0_2_C_NODE_9355_length_5367_cov_10.828313	KSW-CF
KSW-C0_2_C_NODE_9410_length_5346_cov_4.412020	KSW-CF
KSW-C0_2_C_NODE_9429_length_5340_cov_7.244465	KSW-CF
KSW-C0_2_C_NODE_9431_length_5339_cov_11.226722	KSW-CF
KSW-C0_2_C_NODE_9563_length_5284_cov_11.327022	KSW-CF
KSW-C0_2_C_NODE_9618_length_5255_cov_13.040192	KSW-CF
KSW-C0_2_C_NODE_9826_length_5164_cov_5.774124	KSW-CF
KSW-C0_2_C_NODE_9969_length_5099_cov_12.490682	KSW-CF
KSW-C0_2_C_NODE_9996_length_5089_cov_6.490465	KSW-CF
KSW-C0_2_C_NODE_10125_length_5040_cov_15.638917	KSW-CF
KSW-C0_2_C_NODE_10145_length_5032_cov_21.966647	KSW-CF
KSW-C0_2_C_NODE_10186_length_5017_cov_9.197501	KSW-CF
KSW-C63_1_C_NODE_786_length_33769_cov_11.422614	KSW-CF
KSW-C63_1_C_NODE_1788_length_20702_cov_7.099579	KSW-CF
KSW-C63_1_C_NODE_2407_length_17090_cov_7.654770	KSW-CF
KSW-C63_1_C_NODE_2622_length_16069_cov_6.076933	KSW-CF
KSW-C63_1_C_NODE_3037_length_14495_cov_9.831787	KSW-CF
KSW-C63_1_C_NODE_3853_length_12124_cov_11.067860	KSW-CF
KSW-C63_1_C_NODE_4576_length_10719_cov_6.687922	KSW-CF
KSW-C63_1_C_NODE_4613_length_10649_cov_9.791769	KSW-CF
KSW-C63_1_C_NODE_5007_length_10041_cov_8.073903	KSW-CF
KSW-C63_1_C_NODE_5358_length_9532_cov_6.671415	KSW-CF
KSW-C63_1_C_NODE_5672_length_9092_cov_6.186566	KSW-CF
KSW-C63_1_C_NODE_5699_length_9058_cov_7.172609	KSW-CF
KSW-C63_1_C_NODE_5704_length_9049_cov_7.471203	KSW-CF
KSW-C63_1_C_NODE_5921_length_8766_cov_6.763288	KSW-CF
KSW-C63_1_C_NODE_6292_length_8328_cov_10.887344	KSW-CF
KSW-C63_1_C_NODE_6703_length_7906_cov_9.773023	KSW-CF
KSW-C63_1_C_NODE_7137_length_7517_cov_7.179577	KSW-CF
KSW-C63_1_C_NODE_7251_length_7437_cov_4.372121	KSW-CF
KSW-C63_1_C_NODE_7948_length_6869_cov_35.428970	KSW-CF
KSW-C63_1_C_NODE_8116_length_6759_cov_5.247315	KSW-CF
KSW-C63_1_C_NODE_8313_length_6625_cov_23.996651	KSW-CF
KSW-C63_1_C_NODE_8416_length_6555_cov_20.847077	KSW-CF
KSW-C63_1_C_NODE_8634_length_6429_cov_6.264826	KSW-CF
KSW-C63_1_C_NODE_8893_length_6278_cov_11.458943	KSW-CF
KSW-C63_1_C_NODE_9225_length_6085_cov_7.747927	KSW-CF
KSW-C63_1_C_NODE_9346_length_6022_cov_33.679906	KSW-CF
KSW-C63_1_C_NODE_9446_length_5970_cov_4.040406	KSW-CF
KSW-C63_1_C_NODE_9454_length_5967_cov_5.025710	KSW-CF
KSW-C63_1_C_NODE_9939_length_5730_cov_29.894273	KSW-CF
KSW-C63_1_C_NODE_10240_length_5590_cov_5.788979	KSW-CF
KSW-C63_1_C_NODE_10287_length_5572_cov_14.296719	KSW-CF
KSW-C63_1_C_NODE_10595_length_5440_cov_40.197214	KSW-CF
KSW-C63_1_C_NODE_11169_length_5214_cov_26.391936	KSW-CF
KSW-C63_1_C_NODE_11366_length_5144_cov_6.599528	KSW-CF
KSW-C63_2_C_NODE_1871_length_18253_cov_8.719145	KSW-CF
KSW-C63_2_C_NODE_1925_length_17909_cov_8.066428	KSW-CF
KSW-C63_2_C_NODE_1996_length_17431_cov_6.478534	KSW-CF
KSW-C63_2_C_NODE_3873_length_10882_cov_311.256950	KSW-CF
KSW-C63_2_C_NODE_5233_length_8664_cov_4.318969	KSW-CF
KSW-C63_2_C_NODE_5263_length_8622_cov_9.827361	KSW-CF
KSW-C63_2_C_NODE_5628_length_8193_cov_3.981814	KSW-CF
KSW-C63_2_C_NODE_5717_length_8087_cov_3.592754	KSW-CF
KSW-C63_2_C_NODE_5943_length_7846_cov_7.248620	KSW-CF
KSW-C63_2_C_NODE_6237_length_7548_cov_5.383158	KSW-CF
KSW-C63_2_C_NODE_6409_length_7385_cov_3.943656	KSW-CF
KSW-C63_2_C_NODE_6434_length_7363_cov_24.326218	KSW-CF
KSW-C63_2_C_NODE_6529_length_7279_cov_5.125554	KSW-CF
KSW-C63_2_C_NODE_6568_length_7243_cov_15.661241	KSW-CF
KSW-C63_2_C_NODE_7104_length_6833_cov_13.280024	KSW-CF
KSW-C63_2_C_NODE_7292_length_6696_cov_4.800030	KSW-CF
KSW-C63_2_C_NODE_7577_length_6506_cov_10.436676	KSW-CF
KSW-C63_2_C_NODE_9003_length_5677_cov_4.749022	KSW-CF
KSW-C63_2_C_NODE_9182_length_5583_cov_4.253618	KSW-CF
KSW-C63_2_C_NODE_9426_length_5485_cov_9.788582	KSW-CF
KSW-C63_2_C_NODE_9658_length_5377_cov_4.227922	KSW-CF
KSW-C63_2_C_NODE_9666_length_5374_cov_3.481857	KSW-CF
KSW-C63_2_C_NODE_9967_length_5242_cov_15.978215	KSW-CF
KSW-C63_2_C_NODE_9969_length_5241_cov_9.181450	KSW-CF
KSW-C63_2_C_NODE_10512_length_5001_cov_6.790336	KSW-CF
KSW-T0_1_C_NODE_3035_length_14603_cov_8.857644	KSW-CF
KSW-T0_1_C_NODE_4289_length_11176_cov_5.713245	KSW-CF
KSW-T0_1_C_NODE_5405_length_9246_cov_4.441845	KSW-CF
KSW-T0_1_C_NODE_5589_length_9011_cov_4.902523	KSW-CF
KSW-T0_1_C_NODE_6274_length_8261_cov_4.108092	KSW-CF
KSW-T0_1_C_NODE_6667_length_7878_cov_3.754186	KSW-CF
KSW-T0_1_C_NODE_6884_length_7687_cov_5.262055	KSW-CF
KSW-T0_1_C_NODE_7034_length_7558_cov_15.662935	KSW-CF
KSW-T0_1_C_NODE_7060_length_7534_cov_5.234390	KSW-CF
KSW-T0_1_C_NODE_7721_length_6994_cov_40.676178	KSW-CF
KSW-T0_1_C_NODE_7763_length_6966_cov_18.487918	KSW-CF
KSW-T0_1_C_NODE_7776_length_6959_cov_4.678158	KSW-CF
KSW-T0_1_C_NODE_7903_length_6874_cov_4.778853	KSW-CF
KSW-T0_1_C_NODE_7969_length_6826_cov_4.512037	KSW-CF
KSW-T0_1_C_NODE_8076_length_6750_cov_4.194324	KSW-CF
KSW-T0_1_C_NODE_8178_length_6685_cov_4.026998	KSW-CF
KSW-T0_1_C_NODE_9954_length_5793_cov_24.772569	KSW-CF
KSW-T0_1_C_NODE_10080_length_5732_cov_7.442487	KSW-CF
KSW-T0_1_C_NODE_10156_length_5694_cov_21.522610	KSW-CF
KSW-T0_1_C_NODE_10332_length_5621_cov_3.271110	KSW-CF
KSW-T0_1_C_NODE_10445_length_5572_cov_8.398767	KSW-CF
KSW-T0_1_C_NODE_10479_length_5554_cov_4.080196	KSW-CF
KSW-T0_1_C_NODE_10576_length_5509_cov_3.845068	KSW-CF
KSW-T0_1_C_NODE_10708_length_5453_cov_5.407558	KSW-CF
KSW-T0_1_C_NODE_10726_length_5448_cov_5.354534	KSW-CF
KSW-T0_1_C_NODE_10798_length_5420_cov_4.115564	KSW-CF
KSW-T0_1_C_NODE_10984_length_5352_cov_8.151784	KSW-CF
KSW-T0_1_C_NODE_11113_length_5305_cov_4.686476	KSW-CF
KSW-T0_1_C_NODE_11203_length_5266_cov_19.926502	KSW-CF
KSW-T0_1_C_NODE_11277_length_5242_cov_5.600154	KSW-CF
KSW-T0_1_C_NODE_11384_length_5200_cov_3.512342	KSW-CF
KSW-T0_1_C_NODE_11574_length_5132_cov_22.155604	KSW-CF
KSW-T0_1_C_NODE_11586_length_5129_cov_4.192550	KSW-CF
